caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
212567,11.071428571428571,2,82214,1,2,17,S,2,2,2,2,1,1,2,1, ,2,1,1,1,1,1,1,1,2, , , , ,1,1,1,9, ,2, ,1,1, ,1,2,2,1,1,1,1,1,2,1,1,1,1,2,9,2,3,1,2,2,3,1,1,1,2,2,1,4,1,40,3, ,2,2,2, , , ,2, ,1,1,1, ,1, ,1,1,8,1,2, ,2,4,1,1,1, , ,2
212589,5.642857142857143,2,82214,1,3,48,R,1,1,2,3,2,2,2,2,4, ,4,1,1,1,1,1,1,1,1,2, , ,1,1,1,1,1,2,1, , , ,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,1,8,3,2,3,3,2,57,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,6,1,3,2,9,2,2,1,2, , ,2
212594,6.714285714285714,2,82414,1,3,48,S,2,1,1,4,2,3,4,4,4, ,2,1,2,1,1,1,9,2, , , , ,1,1,9,1,1,1,2, , , ,1,1,2,2,9,2,2,2,1,2,1,2,1,9,1,2,1,1,1,1,3,1,2,1,3,2,1,6,2,20,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,6,1,3,2,5,4,4,1,1, , ,2
212627,7.428571428571429,2,82214,1,3,48,S,5,1,1,1,1,3,1,1,1, ,1,2,1,1,1,9,2,1,1,98, , ,1,1,1,9, ,2,3, , , ,2,9,1,9,1,2,1,2,2,1,1,2,9,9,1,1,2,1,1,1,9,2,1,2,2,2,1,2,1,50,1, ,2,2,2, , , ,2, ,1,6,2, ,1, ,1,4,1,3,3,9,5,5,4,2,2, , ,2
212641,4.357142857142857,2,82214,1,3,48,S,5,1,2,2,1,2,3,3,2, ,2,1,1,1,1,1,1,1,1,13,8, ,1,1,1,1,2,1,2, , , ,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,3,3,9,9,1,2,1,2,2,63,3, ,2,2,2, , , ,2, ,1,4,2, ,1, ,2,4,3,1,2, ,3,2,2,2,2, , ,2
212645,6.785714285714286,2,82214,1,3,28,S,2,2,2,1,1,3,3,1, ,1,1,1,1,1,1,2,2,1, , , , ,2,2,2,1,2,1, ,2, ,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,4,1,2,1,1,1,2,1,3,2,1,6,1,43,6,2,2,1,1, , , ,1, ,1,1,1, ,1, ,1,2,10,1,3,1,1,5,2,1,1, , ,2
212654,1.1428571428571428,2,82214,1,4,6,S,3,1,2,2,1,4,2,2,2, ,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,2,2,2, , , ,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,1,8,3,2,1,4,2,76,2, ,2,1,1, , , ,1, ,1,5,2, ,1, ,1,6,2,3,3,2,3,1, ,2,2, , ,1
212657,11.071428571428571,2,82214,1,2,29,S,4,1,1,3,1,3,4,1,3, ,3,1,2,1,1,2,1,2, , , , ,1,1,1,2, ,1,2, , , ,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,9,2,1,3,1,2,1,3,2,1,6,2,42,3, ,2,2,2, , , ,2, ,1,4,2, ,1, ,2,4,4,1,3,2,2,6,6,1,1, , ,2
212659,4.642857142857143,2,82214,1,3,28,U,2,2,2,1,1,2,1,3, ,2,4,2,1,1,2,2,1,1, , , , ,1,2,2,1,1,2, ,1,2, ,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,4,2,2,1,2,1,1,3,1,2,1,3,1,53,3, ,2,2,2, , , ,2, ,1,6,2, ,12, , ,3,1,3,3,1,3,1, ,2,2, , ,2
212668,3.7857142857142856,2,82214,2,4,6,U,5,1,2,4,4,4,4,4,4, ,1,2,2,2,2,1,2,1,1,4, , ,1,1,1,1,2,1,2, , , ,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,3,9,1,2,3,2,9,2,2,58,3, ,1,5,7, , , ,3,3, ,5,2,1,13, ,1,1,6,1,2, ,3,4,2,1,2, , ,2
212711,11.071428571428571,2,82214,1,3,1,S,3,1,1,3,1,3,4,1,2, ,3,1,1,1,1,2,1,2, , , , ,1,1,2,2, ,1,2, , , ,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,5,1,1,2,1,1,2,1,3,2,1,6,1,37,3, ,2,1,1, , , ,1, ,1,1,1, ,13, ,1,1,6,1,3,2,3,5,3,1,1, , ,2
212712,1.2142857142857142,2,82214,1,3,13,U,4,1,1,3,2,3,3,2,2, ,1,2,1,2,1,1,1,1,1,98, , ,9,2,1,2, ,2,1, , , ,2,2,9,2,2,2,2,1,2,2,9,1,2,2,2,2,1,2,2,1,3,3,2,4,3,3,2,2,2,62,6,1,2,2,2, , , ,2, ,1,2,2, ,1, ,1,1,3,1,2, ,2,2,2,1,1, , ,1
212717,2.5,2,82314,1,2,17,U,5,1,2,2,1,3,3,4,4, ,1,1,2,1,2,1,1,1,1,2, , ,2,1,1,1,2,1,2, , , ,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,1,3,1,2,1,3,2,2,5,2,61,6,2,2,1,1, , , ,1, ,1,2,2, ,14, , ,6,5,1,3,2,5,2,2,1,2, , ,2
212722,4,2,82214,1,2,20,R,1,2,1,2,1,1,3,1, ,3,1,1,1,1,1,3,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,4,1,2,1,3,1,2,1,3,2,1,6,1,47,8,2,2,1,1, , , ,1, ,1,1,1, ,1, ,2,5,8,1,1, ,3,4,2,1,1, , ,1
212727,30.142857142857142,2,82214,1,3,47,R,1,2,2,3,2,4,3,4, ,4,2,1,1,1,1,2,1,1, , , , ,1,1,1,1,2,1, ,1,2, ,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,3,1,2,1,2,2,1,5,2,24,5, ,2,1,1, , , ,1, ,1,6,2, ,1, ,2,4,3,2,2, ,4,1, ,1,1, , ,2
212733,3.7142857142857144,2,82314,1,3,48,U,4,2,2,2,2,2,3,3, ,4,4,1,1,1,1,1,2,2, , , , ,2,1,1,1,1,1, ,1,2, ,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,4,1,1,2,3,1,2,4,3,2,1,5,1,68,3, ,2,1,1, , , ,1, ,1,4,2, ,12, , ,4,2,1,1, ,2,1, ,2,2, , ,2
212737,4.142857142857143,2,82214,1,3,48,U,3,1,2,2,1,3,3,2,2, ,1,1,2,1,2,2,1,2, , , , ,2,1,2,1,2,1,2, , , ,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,3,1,1,1,3,1,2,1,3,2,1,6,1,24,3, ,1,5,7, , , ,3,1, ,1,2, ,11,2, ,4,2,1,3,9,4,5,5,1,2, , ,2
212763,30.142857142857142,2,82214,1,3,5,R,1,2,2,2,3,4,2,4, ,3,2,1,2,1,1,2,1,2, , , , ,1,1,1,1,2,1, ,1,1, ,1,2,2,1,1,1,2,2,9,1,1,1,2,1,1,2,1,9,2,1,3,1,2,8,2,2,1,4,2,25,3, ,2,1,1, , , ,1, ,1,6,2, ,13, ,2,3,4,1,3,1,3,5,4,1,1, , ,1
212773,5.785714285714286,2,82214,1,2,29,U,4,1,2,2,1,2,3,1,9, ,3,9,9,1,9,1,2,1,1,2, , ,2,2,2,1,2,2,9, , , ,2,1,1,1,1,1,2,1,9,1,1,1,1,2,2,1,2,9,2,1,3,1,2,1,3,2,1,6,1,52,4, ,2,1,1, , , ,1, ,1,1,1, ,2, ,2,2,6,1,1, ,2,4,3,1,1, , ,2
212801,3.357142857142857,2,82214,1,2,17,U,5,2,2,1,3,4,3,4, ,4,1,1,2,1,2,3,1,9, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,2,2,2,2,9,1,2,2,9,2,9,2,3,1,2,2,3,1,2,1,3,2,1,6,1,48,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,7,1,4,9,9,2,2,1,1, , ,2
212813,4.5,2,82314,1,3,48,S,3,1,2,3,2,4,2,3,4, ,4,2,9,2,9,2,2,2, , , , ,9,9,9,2, ,9,2, , , ,1,1,9,9,9,9,2,2,2,2,1,1,2,2,2,2,4,2,9,9,9,2,8,8,1,8,8,0,2,60,3, ,1,5,7, , , ,3,1, ,5,2, ,2, ,1,2,2,1,2, ,4,4,3,1,1, , ,2
212823,5.428571428571429,2,82514,1,3,40,R,1,2,1,2,2,2,3,2, ,2,4,1,1,1,2,1,1,1, , , , ,1,1,1,1,1,9, ,1,1, ,1,1,2,9,1,1,1,1,9,2,2,9,1,2,2,2,4,9,9,2,3,1,8,1,8,2,1,4,2,66,3, ,2,1,1, , , ,1, ,1,5,2, ,1, ,1,3,6,1,2, ,4,1, ,2,2, , ,2
212834,3.9285714285714284,2,82314,1,3,28,U,2,2,9,3,1,3,3,2, ,2,4,1,2,2,1,1,1,1, , , , ,2,1,2,2, ,1, ,2, ,9,1,2,2,1,1,2,1,1,2,1,1,1,1,1,9,2,4,1,1,2,1,1,2,1,3,2,4,5,1,27,3, ,2,1,1, , , ,1, ,1,1,1, ,1, ,1,3,4,3,3,1,4,5,2,1,1, , ,2
212839,8.785714285714286,2,82214,1,3,48,R,1,2,2,2,2,4,3,3, ,4,2,1,1,2,1,1,1,1, , , , ,1,1,1,2, ,2, ,1,1, ,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,4,2,1,1,3,1,2,2,1,1,1,3,2,31,3, ,2,5,5, , , ,4, ,1,1,1, ,1, ,1,3,9,3,1, ,2,8,2,1,1, , ,2
212843,2.5,2,82214,1,3,48,U,4,1,1,2,1,3,4,1,1, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,2,1,1, , , ,1,1,1,1,2,1,1,1,1,2,1,1,1,9,1,1,3,1,2,1,3,1,2,1,3,2,1,6,1,38,8,2,1,5,7, , , ,3,1, ,1,1, ,2, ,2,2,6,1,1, ,2,4,2,1,1, , ,2
212862,4.571428571428571,2,82214,1,3,48,R,1,2,2,3,3,4,2,4, ,2,1,1,1,2,1,1,1,1, , , , ,1,2,2,2, ,2, ,1,1, ,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,4,2,2,2,3,2,1,4,3,1,1,2,2,63,3, ,2,1,1, , , ,1, ,1,5,1, ,1, ,1,1,1,3,4,1,4,7,3,1,1, , ,2
212870,2.642857142857143,2,82314,1,3,48,S,3,2,2,4,2,2,4,4, ,4,1,1,2,2,2,1,1,1, , , , ,1,1,2,2, ,2, ,1,1, ,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,3,3,2,8,3,2,8,3,2,18,3, ,1,5,7, , , ,3,1, ,6,2, ,13, ,2,3,4,3,3,2,4,4,3,1,1, , ,2
212886,6.285714285714286,2,82314,1,2,17,U,5,1,1,2,1,2,2,2,2, ,1,1,2,2,2,1,2,2, , , , ,1,1,9,1,9,1,2, , , ,1,1,1,2,2,2,9,2,1,2,2,1,1,2,2,1,1,2,2,1,3,1,2,1,2,2,1,5,2,40,8,1,2,1,1, , , ,1, ,1,1,1, ,2, ,2,3,8,1,3,1,3,4,2,1,1, , ,2
212899,3.5714285714285716,2,82414,1,2,39,U,5,2,1,1,1,2,3,1, ,4,1,1,1,1,1,1,2,2, , , , ,2,1,2,2, ,2, ,1,1, ,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,4,1,1,1,1,1,2,1,3,2,1,6,1,32,8,1,2,1,1, , , ,1, ,1,3,2, ,1, ,2,1,6,1,2, ,5,2,2,1,1, , ,2
212916,3.9285714285714284,2,82214,1,3,47,S,2,2,2,2,1,3,3,1, ,4,2,1,1,1,1,1,1,1, , , , ,1,1,1,2, ,1, ,2, ,2,2,2,1,1,1,1,1,2,1,1,1,1,3,2,2,1,4,1,2,3,1,1,2,8,3,2,2,4,2,52,3, ,2,1,1, , , ,1, ,1,3,1, ,1, ,1,1,2,1,2, ,2,3,1,1,1, , ,1
212924,6.428571428571429,2,82214,1,3,13,R,1,2,2,4,3,4,3,4, ,4,2,1,1,1,1,2,2,1, , , , ,1,1,1,1,1,1, ,1,2, ,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,1,3,1,1,4,2,2,1,3,1,54,2, ,2,1,1, , , ,1, ,1,1,1, ,15, ,1,2,9,1,3,2,1,3,2,1,2, , ,2
212925,5.428571428571429,2,82214,1,3,1,U,3,1,2,3,2,3,2,3,2, ,2,2,1,1,1,1,2,2, , , , ,1,1,1,2, ,9,3, , , ,9,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,4,2,2,1,2,3,2,1,3,2,3,4,1,54,3, ,2,2,2, , , ,2, ,1,4,2, ,1, ,2,2,4,1,2, ,5,2,2,1,1, , ,1
212963,4.857142857142857,2,82414,1,3,5,R,1,1,2,9,3,3,3,4,4, ,2,1,1,2,2,1,1,1,1,50,4, ,2,2,2,2, ,1,1, , , ,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,4,1,2,1,3,1,1,4,3,2,2,3,2,57,5, ,2,1,1, , , ,1, ,1,6,2, ,1, ,1,1,2,2,2, ,4,1, ,1,1, , ,2
212983,8.214285714285714,2,82314,1,3,48,S,5,2,2,3,3,3,3,4, ,4,3,3,2,2,2,1,1,2, , , , ,2,2,1,1,1,2, ,1,2, ,9,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,3,3,2,4,1,1,1,2,1,28,3, ,2,2,2, , , ,2, ,1,6,2, ,1, ,1,1,4,1,2, ,5,1, ,1,1, , ,2
212995,8.571428571428571,2,82214,1,3,1,S,3,1,2,1,1,2,2,4,1, ,1,1,1,1,1,2,2,2, , , , ,1,9,2,1,2,1,1, , , ,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,3,2,1,6,1,63,5, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,4,6,1,3,1,1,3,3,1,1, , ,2
213003,1.3571428571428572,2,82214,2,2,29,U,5,2,1,1,1,1,2,2, ,1,1,1,1,1,1,2,1,1, , , , ,1,1,1,1,2,1, ,1,1, ,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,2,1,2,2,2,1,2,3,2,8,2,1,48,3, ,1,9,9, , , ,3,3, ,4,1,2,1, ,1,6,2,3,3,9,4,3,2,1,1, , ,1
213034,5.285714285714286,2,82414,1,3,5,U,3,1,2,3,3,3,3,4,2, ,2,1,2,2,3,1,2,2, , , , ,2,1,2,2, ,2,9, , , ,9,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,4,2,2,3,3,2,1,1,1,2,1,3,1,26,6,2,2,4,2,5, , ,4, ,1,1,1, ,12, , ,2,4,3,5,2,4,5,2,2,1, , ,2
213062,5.071428571428571,2,82214,1,4,8,S,3,1,1,2,3,3,3,4,4, ,4,1,2,1,1,2,2,2, , , , ,1,1,2,1,1,1,2, , , ,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,4,1,2,2,3,1,2,1,3,2,1,6,2,37,6,1,2,1,1, , , ,1, ,1,1,2, ,12, , ,6,7,3,3,1,4,2,2,1,2, , ,2
213073,1.2857142857142858,2,82214,1,4,35,U,3,2,1,3,1,1,1,1, ,3,4,2,1,2,2,2,2,2, , , , ,2,2,2,2, ,2, ,2, ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,2,2,3,3,2,1,1,2,2,3,1,85,8,2,2,1,1, , , ,1, ,1,1,2, ,2, ,1,5,3,1,2, ,2,2,2,2,2, , ,1
213084,2.5,2,82314,1,4,35,U,3,1,2,2,1,2,2,1,2, ,1,1,1,1,1,1,2,2, , , , ,1,1,2,2, ,2,3, , , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,3,1,2,1,3,1,2,1,3,2,1,6,1,60,6,1,2,1,1, , , ,1, ,1,1,2, ,1, ,1,2,8,1,1, ,2,2,2,1,1, , ,1
213097,1.5714285714285714,2,82414,1,4,4,S,2,1,2,1,2,2,3,1,2, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,3,1,2,1,3,2,1,6,2,73,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,2,7,1,3,2,3,2,2,1,1, , ,1
213103,2.7142857142857144,2,82214,1,4,4,S,1,1,2,3,1,2,3,4,1, ,2,1,1,1,1,1,2,2, , , , ,2,1,1,1,1,2,1, , , ,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,4,1,1,1,1,1,2,1,2,2,1,5,2,56,5, ,2,1,1, , , ,1, ,1,1,2, ,13, ,2,4,10,1,1, ,2,2,2,1,1, , ,1
213112,2.7857142857142856,2,82214,1,4,49,U,3,1,2,4,3,4,4,4,3, ,1,1,1,1,2,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,4,1,1,2,3,1,2,1,3,2,1,6,1,21,8,1,2,1,1, , , ,1, ,1,6,2, ,10, , ,6,8,3,3,1,4,5,4,1,1, , ,2
213124,10.071428571428571,2,82214,1,4,4,S,3,2,2,4,2,4,2,3, ,4,2,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,2, ,1,1, ,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,3,1,1,1,3,3,2,3,2,39,8,2,2,1,1, , , ,1, ,1,1,1, ,1, ,1,2,6,1,1, ,1,6,2,1,1, , ,2
213152,5.5,2,82214,1,4,49,S,4,1,2,2,1,3,3,4,3, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,1, , , ,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,3,1,2,1,3,2,1,6,1,73,6,2,2,1,1, , , ,1, ,1,1,2, ,10, , ,6,5,1,3,2,3,2,2,1,1, , ,1
213169,24.142857142857142,2,82214,1,4,49,U,3,1,2,2,2,2,2,3,2, ,1,1,1,1,1,2,1,1,1,2, , ,1,1,1,1,1,1,1, , , ,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,3,1,2,1,3,2,1,6,1,34,3, ,2,1,1, , , ,1, ,1,1,1, ,1, ,1,4,8,1,2, ,3,3,2,1,1, , ,2
213200,6,2,82214,1,4,35,U,3,1,9,4,9,4,3,3,4, ,3,1,2,1,2,3,2,2, , , , ,2,2,1,9, ,1,2, , , ,1,2,2,2,1,2,1,1,2,1,2,9,2,2,2,2,2,2,1,2,3,1,2,4,3,2,1,5,2,20,6,1,2,1,1, , , ,1, ,1,6,2, ,15, ,2,1,1,3,4,9,9,2,2,1,1, , ,2
213203,10.142857142857142,2,82314,1,4,4,S,3,2,2,4,2,4,4,3, ,4,2,1,2,2,2,1,1,2, , , , ,1,1,1,1,1,1, ,1,2, ,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,1,42,8,2,2,1,1, , , ,1, ,1,1,1, ,1, ,2,5,9,1,1, ,3,3,2,1,1, , ,2
213204,2.9285714285714284,2,82214,1,4,8,S,3,1,1,2,2,2,3,3,2, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,4,1,1,1,3,1,2,1,3,2,1,6,1,35,6,1,2,1,1, , , ,1, ,1,1,1, ,12, , ,5,7,1,3,1,3,4,2,1,1, , ,2
213215,1.3571428571428572,2,82414,1,4,4,S,3,2,1,2,2,3,3,3, ,4,1,1,1,2,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,1,3,2,1,6,1,65,8,2,2,1,1, , , ,1, ,1,4,1, ,3, ,2,2,4,1,3,2,5,3,2,1,1, , ,1
213221,11.714285714285714,2,82414,1,4,4,U,3,1,2,2,2,3,4,3,4, ,1,2,2,2,1,1,1,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,3,1,1,1,3,2,1,5,2,53,3, ,2,1,1, , , ,1, ,1,1,1, ,12, , ,5,7,1,2, ,4,3,2,1,1, , ,2
213222,1.5714285714285714,2,82314,1,4,4,U,3,1,2,2,1,3,2,2,2, ,2,1,2,1,1,1,2,1,1,2, , ,2,2,2,1,1,1,2, , , ,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,3,1,1,1,2,2,1,4,2,55,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,2,7,1,3,1,3,2,2,1,1, , ,1
213223,3.857142857142857,2,82214,1,4,8,S,3,1,2,3,2,3,2,3,3, ,4,1,1,1,1,2,1,2, , , , ,1,1,9,2, ,2,1, , , ,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,3,2,2,1,3,1,2,8,3,1,8,3,2,58,3, ,2,1,1, , , ,1, ,1,5,2, ,13, ,1,2,3,1,1, ,2,1, ,1,1, , ,2
213228,5.285714285714286,2,82314,2,3,48,U,3,1,2,1,1,3,1,3,3, ,2,1,9,1,9,1,9,1,9,99, , ,1,1,1,2, ,2,1, , , ,1,1,1,1,1,1,2,2,1,1,1,9,3,2,2,2,3,2,2,2,2,3,9,8,2,2,1,2,1,71,1, ,1,5,7, , , ,3,3, ,5,2,1,2, ,1,2,10,1,2, ,2,1, ,2,2, , ,2
213235,4.071428571428571,2,82214,1,4,8,U,5,2,9,3,2,2,3,3, ,3,1,1,2,1,2,1,2,2, , , , ,1,1,1,1,2,1, ,1,1, ,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,3,1,2,1,3,2,1,6,1,54,3, ,2,1,1, , , ,1, ,1,1,1, ,12, , ,3,7,1,3,1,3,3,2,1,1, , ,1
213239,1.7857142857142858,2,82314,1,4,8,S,5,2,1,1,1,1,1,1, ,1,1,1,1,1,1,2,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,2,60,6,1,2,1,1, , , ,1, ,1,1,2, ,2, ,2,3,7,1,2, ,4,2,2,1,1, , ,1
213248,2.2142857142857144,2,82514,1,4,35,R,1,1,2,2,2,2,2,2,3, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,2,9, , , ,1,1,1,2,9,9,1,2,9,2,1,1,1,2,2,9,9,9,1,2,3,8,8,8,8,8,1,1,2,99,8,1,2,1,1, , , ,1, ,1,5,2, ,12, , ,5,5,3,2, ,4,1, ,1,1, , ,2
213276,2.642857142857143,2,82214,1,4,6,U,2,1,2,3,2,4,3,4,1, ,3,1,1,1,2,2,1,1,1,2, , ,1,1,1,1,1,1,2, , , ,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,4,1,1,1,3,1,2,1,3,2,1,6,1,22,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,6,2,3,3,2,1,4,4,1,1, , ,2
213277,2.4285714285714284,2,82214,1,4,6,U,5,1,1,3,3,3,3,2,3, ,2,1,1,1,2,1,2,1,1,10, , ,1,1,2,1,2,1,2, , , ,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,4,1,1,2,3,1,2,1,3,2,2,5,2,61,5, ,2,9,9, , , ,9, ,1,1,2, ,2, ,2,3,6,1,3,9,3,3,3,1,1, , ,1
213292,3.2857142857142856,2,82214,1,4,6,U,4,1,2,1,3,1,3,2,1, ,3,2,2,2,1,1,1,2, , , , ,2,2,2,1,2,1,1, , , ,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,1,47,5, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,5,8,1,3,1,2,3,3,1,1, , ,1
213329,12.928571428571429,2,82214,1,4,53,S,4,1,2,1,2,2,3,2,3, ,2,1,2,2,2,1,2,2, , , , ,9,1,2,2, ,1,1, , , ,2,2,1,1,1,1,1,2,9,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,3,2,1,6,1,50,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,3,5,1,1, ,2,3,3,1,1, , ,1
213341,3.7857142857142856,2,82414,1,4,6,U,4,2,2,3,3,4,3,3, ,3,1,1,1,1,1,1,1,2, , , , ,2,1,1,1,1,1, ,1,1, ,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,3,1,2,1,3,2,1,6,2,22,3, ,2,1,1, , , ,1, ,1,6,2, ,12, , ,5,7,1,2, ,4,2,2,1,1, , ,1
213354,4.857142857142857,2,82214,1,4,6,S,5,2,2,2,1,2,4,2, ,3,1,1,1,1,2,9,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,4,1,1,1,3,1,2,1,3,2,1,6,1,37,8,1,2,1,1, , , ,1, ,1,1,2, ,9, , ,5,8,1,2, ,3,2,2,1,1, , ,1
213370,20,2,82214,1,4,6,U,4,1,1,2,3,3,2,3,3, ,3,1,1,1,1,1,1,1,9,99, , ,1,1,1,1,1,1,2, , , ,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,3,2,1,1,3,3,2,2,2,22,5, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,2,1,1,2, ,4,1, ,1,2, , ,2
213376,1,2,82314,1,4,6,U,5,1,2,2,2,4,4,1,3, ,3,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,3,2,2,2,3,1,2,1,3,2,1,6,2,70,6,2,2,1,1, , , ,1, ,1,5,2, ,5, , ,6,6,1,2, ,3,2,2,1,1, , ,1
213389,2.2142857142857144,2,82214,1,4,6,U,1,1,2,2,1,2,2,3,3, ,1,1,3,1,2,9,1,1,9,99, , ,1,1,1,1,1,1,2, , , ,1,1,9,2,1,2,1,2,2,2,2,1,1,2,1,1,4,1,1,2,3,1,2,1,3,2,1,6,1,57,6,1,2,1,1, , , ,1, ,1,1,2, ,12, , ,5,8,1,3,2,3,2,2,1,1, , ,1
213416,1.5714285714285714,2,82314,1,4,6,U,5,2,2,1,1,3,2,2, ,1,3,1,1,1,1,1,1,1, , , , ,1,1,9,1,2,9, ,1,9, ,9,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,9,3,1,3,3,1,4,1,2,77,6,2,2,3,3, , , ,4, ,2,5,2,1,2, ,2,1,4,1,1, ,2,1, ,2,2, , ,1
